"","x"
"5197","RT @YShailendra1: #VDO2018Joining_B4Holi
Sir in the lack of we the Departmental officers how could be the panchayat election possible... So…"
"5198","RT @marceelias: This is extraordinary.
https://t.co/9rQD9pD7eo"
"5199","RT @McFaul: All sorts of people, in the U.S. &amp; Russia, are speculating today about Navalny's popularity. Wouldn't it be nice to have some d…"
"5200","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"5201","RT @mllea519: @althea89157 Read NYT article that Trump and an atty at the US atty. general's office, conspired to take out Rosen because he…"
"5202","RT @HEBobiwine: Yes, for standing and defeating Gen. Museveni in an election, which he resoundingly rigged, I am still under house arrest 8…"
"5203","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5204","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"5205","How is Jeffrey Clark not fired? https://t.co/eh5XGWdDsi"
"5206","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5207","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"5208","Wall Street Journal: Trump pressured DOJ to file case with Supreme Court to overturn election results… https://t.co/JpVNjWsHaP"
"5209","RT @YShailendra1: #VDO2018Joining_B4Holi
Sir in the lack of we the Departmental officers how could be the panchayat election possible... So…"
"5210","RT @briantopping66: The Unions that were so excited to vote for Biden were feeling the burn the 1st day of his illegitimate presidency. Giv…"
"5211","RT @terry_truchan: Another home run by the @MedicineHatNews . @jkenney is in hiding after losing a $7.5 billion dollar bet on the US electi…"
"5212","The AZ GOP's chairwoman has been one of Trump’s most unflinching supporters even after the GOP lost ground in the s… https://t.co/xmPadcIBw6"
"5213","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"5214","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"5215","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"5216","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"5217","RT @Meidas_Damon: @malcolmkenyatta @RepScottPerry Please resign now. You did this:

Pennsylvania Lawmaker Played Key Role in Trump’s Plot t…"
"5218","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"5219","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"5220","RT @maggieNYT: .<U+2066>@ktbenner<U+2069> with a scoop on efforts by a top DOJ official, prodded by a PA lawmaker, to work secretly with the president to…"
"5221","RT @McFaul: All sorts of people, in the U.S. &amp; Russia, are speculating today about Navalny's popularity. Wouldn't it be nice to have some d…"
"5222","RT @HamillHimself: Promotes ""Stop the Steal"" for months on social-media Incites the crowd in a speech at the event
Tells GA Secretary of St…"
"5223","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5224","RT @McFaul: All sorts of people, in the U.S. &amp; Russia, are speculating today about Navalny's popularity. Wouldn't it be nice to have some d…"
"5225","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"5226","RT @KenRoth: The European Union and the US join a growing clamor for an independent investigation into Ugandan security force election-rela…"
"5227","RT @McFaul: All sorts of people, in the U.S. &amp; Russia, are speculating today about Navalny's popularity. Wouldn't it be nice to have some d…"
"5228","RT @McFaul: All sorts of people, in the U.S. &amp; Russia, are speculating today about Navalny's popularity. Wouldn't it be nice to have some d…"
"5229","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"5230","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"5231","RT @harrylitman: via @NYTimes Clark is playing it cute with “official “ or lying here, simple as that. “Asked whether his conversations wit…"
"5232","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5233","RT @McFaul: Please Putin government officials &amp; their supporters spare me your empty lectures about ""sovereignty"" after Putin invaded Georg…"
"5234","RT @McFaul: All sorts of people, in the U.S. &amp; Russia, are speculating today about Navalny's popularity. Wouldn't it be nice to have some d…"
"5235","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"5236","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5237","RT @harrylitman: Can’t emphasize this enough. An absolute immediate firing offense. “Justice Department policy stipulates that the presiden…"
"5238","RT @McFaul: All sorts of people, in the U.S. &amp; Russia, are speculating today about Navalny's popularity. Wouldn't it be nice to have some d…"
"5239","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"5240","RT @girlsreallyrule: THIS IS BIG: Due to voter fraud investigations nationwide not turning up enough proof to alter the election outcome, P…"
"5241","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5242","RT @McFaul: All sorts of people, in the U.S. &amp; Russia, are speculating today about Navalny's popularity. Wouldn't it be nice to have some d…"
"5243","@puru_ag https://t.co/n7t1iTRrLD
You know it better than many of us  Ideology of Netaji was. However, BJP is trying… https://t.co/ZzVy6RAfZJ"
"5244","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"5245","RT @BillKristol: When Barr left Dec. 23, I said I was alarmed about Trump and DOJ, and I wasn’t confident Rosen would stand up to illegal e…"
"5246","RT @Will_Bunch: Hey Scott Perry, resign https://t.co/ziWRq6OGdc"
"5247","RT @McFaul: All sorts of people, in the U.S. &amp; Russia, are speculating today about Navalny's popularity. Wouldn't it be nice to have some d…"
"5248","RT @McFaul: All sorts of people, in the U.S. &amp; Russia, are speculating today about Navalny's popularity. Wouldn't it be nice to have some d…"
"5249","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"5250","RT @briantopping66: We are witnessing the most criminally insane presidency in US history and thats why a vast majority didn't vote for Bid…"
"5251","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5252","RT @McFaul: All sorts of people, in the U.S. &amp; Russia, are speculating today about Navalny's popularity. Wouldn't it be nice to have some d…"
"5253","Pay attention people 

Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General

https://t.co/AVzroNrY6i"
"5254","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5255","RT @McFaul: All sorts of people, in the U.S. &amp; Russia, are speculating today about Navalny's popularity. Wouldn't it be nice to have some d…"
"5256","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"5257","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"5258","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5259","RT @TulsaTeresa: Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General https://t.co/HqcEQJg5ps

All of the…"
"5260","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5261","RT @harrylitman: Can’t emphasize this enough. An absolute immediate firing offense. “Justice Department policy stipulates that the presiden…"
"5262","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5263","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"5264","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"5265","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"5266","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"5267","RT @McFaul: All sorts of people, in the U.S. &amp; Russia, are speculating today about Navalny's popularity. Wouldn't it be nice to have some d…"
"5268","RT @McFaul: All sorts of people, in the U.S. &amp; Russia, are speculating today about Navalny's popularity. Wouldn't it be nice to have some d…"
"5269","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"5270","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5271","RT @unscriptedmike: The election wasn't free and neither was the installation. The election was rigged and the installation may cost us our…"
"5272","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5273","RT @EricLiptonNYT: “I feel extremely bad that I’m portrayed as some kind of money-grubbing ambulance chaser,” Mr. Giuliani said. @maggieNYT…"
"5274","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5275","@HumptyDrumpf @suffragite @DJBrianDawe @GeorgePapa19 I worry that people will sit back next election and think we’r… https://t.co/k8veAROwTW"
"5276","RT @DwightEvansPA: Disgraceful actions from Rep. Perry and he should be ashamed of himself. #resignPerry 

https://t.co/dnLwtopJFH"
"5277","RT @terry_truchan: Another home run by the @MedicineHatNews . @jkenney is in hiding after losing a $7.5 billion dollar bet on the US electi…"
"5278","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5279","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"5280","RT @SethAbramson: BREAKING NEWS: ""DOJ's leaders listened in stunned silence: One of their peers, they were told, had devised a plan with Pr…"
"5281","RT @paulmasonnews: Note to the ""It wasn't a coup just performance art by sad people"" brigade. Trump tried to commandeer the DoJ for the cou…"
"5282","All sorts of people, in the U.S. &amp; Russia, are speculating today about Navalny's popularity. Wouldn't it be nice to… https://t.co/KhLHfen07H"
"5283","@EmeraldRobinson Does anybody remember the noise that was made when trump got a new post master general saying that… https://t.co/bnmr7TIQFl"
"5284","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5285","RT @scottew: This is a stunning report of Trump’s attempt to overturn the election. This was serious stuff. Impeachment is entirely proper…"
"5286","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"5287","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"5288","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5289","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5290","Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General https://t.co/c9xwg7rO89"
"5291","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"5292","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"5293","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5294","Democrats make federal election standards a top priority via /r/politics https://t.co/k27zjbQzem"
"5295","RT @OrinKerr: This is the least important part of the Clark story, but interesting that @nytimes mentions Clark's membership in @FedSoc w/o…"
"5296","RT @girlsreallyrule: THIS IS BIG: Due to voter fraud investigations nationwide not turning up enough proof to alter the election outcome, P…"
"5297","RT @samstein: We had heard that Scott Perry was the PA Republican who was involving in trying to oust the AG and help Trump overturn the el…"
"5298","RT @YShailendra1: #VDO2018Joining_B4Holi
Sir in the lack of we the Departmental officers how could be the panchayat election possible... So…"
"5299","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5300","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"5301","The New York Times: Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General.… https://t.co/Nrdig5sidH"
"5302","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"5303","RT @harrylitman: Can’t emphasize this enough. An absolute immediate firing offense. “Justice Department policy stipulates that the presiden…"
"5304","RT @peterbakernyt: How a GOP congressman from Pennsylvania helped steer Trump to a Justice Department lawyer who shared his conspiratorial…"
"5305","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"5306","RT @ktbenner: Don't know what to say. I guess there was, I dunno, an almost-coup at DOJ so that this man no one really knew outside of the…"
"5307","RT @atrupar: This story is bonkers. Trump seriously flirted with the idea of trying to install himself as dictator. https://t.co/ntb5uAgxte"
"5308","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"5309","RT @HamillHimself: Promotes ""Stop the Steal"" for months on social-media Incites the crowd in a speech at the event
Tells GA Secretary of St…"
"5310","RT @guano_col: @KarenEDeering @Beachbumjules @donwinslow We can't sleep - we are literally one election away from fascism.  We MUST gain mo…"
"5311","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5312","RT @CarolynBMaloney: I get chills down my spine as more stories about Trump’s attempt to overthrow our election come out and we learn just…"
"5313","RT @TrickFreee: U.S. Rep. Scott Perry played role in Trump scheme to replace attorney general with loyalist after Barr was gone, wanted new…"
"5314","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5315","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"5316","RT @nycsouthpaw: The New York Times last night revealed an election fraud conspiracy between former President Trump and one of the highest…"
"5317","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"5318","RT @justinjm1: Trump was toying with DOJ when he warned Raffensberger of a ""criminal offense"" if he didn't overturn Georgia's election in h…"
"5319","RT @trwill1957: Trump and Justice Dept. Lawyer Said to Have Plotted to Oust Acting AG - The New York Times

And then they received word: Th…"
"5320","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"5321","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"5322","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"5323","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5324","RT @JRubinBlogger: Pennsylvania Lawmaker Played Key Role in Trump’s Plot to Oust Acting Attorney General .. another candidate for expulsion…"
"5325","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5326","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"5327","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"5328","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"5329","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"5330","RT @scottew: This is a stunning report of Trump’s attempt to overturn the election. This was serious stuff. Impeachment is entirely proper…"
"5331","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5332","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5333","RT @jagat_darak: Arvind Kejriwal Of US.
Before Election.                After Election https://t.co/lRFYcShStr"
"5334","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"5335","This is the least important part of the Clark story, but interesting that @nytimes mentions Clark's membership in… https://t.co/5sHUyKawI2"
"5336","RT @RickLaw44986841: @JasonMillerinDC @CortesSteve @repdarrellissa Hopefully #WarRoomPandemic @JackMaxey1 @RaheemKassam will give us a list…"
"5337","Trump Pressed @TheJusticeDept to Go Directly to the US Supreme Court to Overturn the Election Results to boost his… https://t.co/Mg9TLZQ7MW"
"5338","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"5339","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5340","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5341","RT @EricHolder: There must be accountability/consequences for all those who participated in the effort to subvert our democracy. This is no…"
"5342","@JohnCornyn Best for America for an egotist who (by his own admission) worked harder to overturn this election than… https://t.co/kIGdsGMH5o"
"5343","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5344","RT @jagat_darak: Arvind Kejriwal Of US.
Before Election.                After Election https://t.co/lRFYcShStr"
"5345","RT @dan_nyagah: Raila Odinga supporters told us after the handshake that ""you stole our election, we stole your president"" After that, they…"
"5346","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"5347","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"5348","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5349","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"5350","RT @maggieNYT: .<U+2066>@ktbenner<U+2069> is on fire &gt;  https://t.co/zb6bu0xKFH"
"5351","RT @samstein: We had heard that Scott Perry was the PA Republican who was involving in trying to oust the AG and help Trump overturn the el…"
"5352","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5353","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5354","RT @ReportsDaNews: (@SenSchumer)
Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice…"
"5355","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"5356","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"5357","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"5358","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"5359","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5360","RT @terry_truchan: Another home run by the @MedicineHatNews . @jkenney is in hiding after losing a $7.5 billion dollar bet on the US electi…"
"5361","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"5362","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5363","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"5364","Trump Pressed Justice Department to Go Directly to Supreme Court to Overturn Election Results https://t.co/N8JJBw754Z"
"5365","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"5366","RT @McFaul: Please Putin government officials &amp; their supporters spare me your empty lectures about ""sovereignty"" after Putin invaded Georg…"
"5367","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"5368","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"5369","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"5370","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"5371","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"5372","RT @McFaul: Please Putin government officials &amp; their supporters spare me your empty lectures about ""sovereignty"" after Putin invaded Georg…"
"5373","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5374","RT @samstein: We had heard that Scott Perry was the PA Republican who was involving in trying to oust the AG and help Trump overturn the el…"
"5375","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5376","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"5377","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5378","RT @BillKristol: When Barr left Dec. 23, I said I was alarmed about Trump and DOJ, and I wasn’t confident Rosen would stand up to illegal e…"
"5379","RT @DelWilber: I read this story for a second time this morning. All I can say is whoa: https://t.co/fGtFwvr3LY"
"5380","RT @jagat_darak: Arvind Kejriwal Of US.
Before Election.                After Election https://t.co/lRFYcShStr"
"5381","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"5382","RT @wendygoldner: @jameshohmann @JoyAnnReid I'm sorry, somehow the US was able to handle over 10,000 arrests of BLM protestors this summer,…"
"5383","RT @BillKristol: When Barr left Dec. 23, I said I was alarmed about Trump and DOJ, and I wasn’t confident Rosen would stand up to illegal e…"
"5384","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"5385","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5386","RT @YShailendra1: #VDO2018Joining_B4Holi
Sir in the lack of we the Departmental officers how could be the panchayat election possible... So…"
"5387","RT @McFaul: Please Putin government officials &amp; their supporters spare me your empty lectures about ""sovereignty"" after Putin invaded Georg…"
"5388","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"5389","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5390","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"5391","@MartinHeinrich There are 3 big parties in the legislature now: Democrats, Republicans and Fascists. We know the Fa… https://t.co/c52tXc0jCn"
"5392","On season 2, episode 1 of America’s Hidden Stories there’s an interesting history of voter interference from other… https://t.co/1l2QEI3lov"
"5393","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"5394","RT @JoshShapiroPA: Representative Perry ought to familiarize himself with Section 3 of the 14th Amendment of our Constitution. 

There must…"
"5395","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"5396","RT @ejeancarroll: Is this the foul chump who dreamed up the idea of giving my case to the DOJ?  Jeff Clark signed the motion the VERY day T…"
"5397","RT @samstein: We had heard that Scott Perry was the PA Republican who was involving in trying to oust the AG and help Trump overturn the el…"
"5398","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5399","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5400","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"5401","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5402","RT @nytimes: Breaking News: A Pennsylvania congressman played a key role in Donald Trump’s plot to oust the acting attorney general this mo…"
"5403","RT @ShafiqSwalle256: Electoral commission @UgandaEC should not be considered competent it’s just a set of frauds put aside to sell off Ugan…"
"5404","RT @robertjdenault: If this story is correct and PA Rep. Scott Perry tried to coordinate Trump’s endeavor to oust the Acting AG and force D…"
"5405","RT @adamgoldmanNYT: Mr. Trump also tried to force Justice Department officials, including Mr. Rosen and the acting solicitor general, Jeffr…"
"5406","Senators who backed Trump's election challenge may rethink their stance on impeachment after losing corporate fundi… https://t.co/kBhmGsbPpd"
"5407","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
"5408","It looks like some of us (me included) might owe DJT an apology, there was attempted systematic fruad involved in o… https://t.co/MuuJayf1Wp"
"5409","Senators who backed Trump's election challenge may rethink their stance on impeachment after losing corporate fundi… https://t.co/9ACg5vbqlU"
"5410","@Susan_Hennessey @gtconway3d We are just still trying to get over the nightmare of his presidency, but Senators Haw… https://t.co/xHNHzNuawB"
"5411","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"5412","RT @girlsreallyrule: THIS IS BIG: Due to voter fraud investigations nationwide not turning up enough proof to alter the election outcome, P…"
"5413","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5414","<U+0001F41D> Election customers in the US curious if there's a 30 day return policy with full refund or just in store credit?"
"5415","RT @DebraMessing: .@FBIWFO @FBIPhiladelphia @FBIPittsburgh INDICT THIS SEDITIONIST. 
Pennsylvania Lawmaker Played Key Role in Trump’s Plot…"
"5416","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5417","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5418","RT @kylegriffin1: Breaking NYT: Pennsylvania Republican Rep. Scott Perry played a significant role in the crisis that played out at the Jus…"
"5419","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"5420","RT @SenSchumer: Unconscionable a Trump Justice Department leader would conspire to subvert the people's will

The Justice Dept Inspector Ge…"
"5421","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"5422","RT @DrEricDing: BREAKING—NYT reports that right-wing PA congressman @RepScottPerry played a key role in Trump’s plot to oust the acting att…"
"5423","RT @NBCNews: Delta Air Lines has put 880 people on its no-fly list for not complying with its mask requirements and has banned others from…"
"5424","RT @chrislhayes: One thing becomes clearer and clearer by the day, which is that if it had come down to only one state, they probably would…"
"5425","RT @marceelias: Despicable conduct by a member of Congress. The Ethics Committee must take action.
https://t.co/85fUw2Ms9s"
"5426","RT @ktbenner: The Congressman who helped Jeff Clark devise the plan to interject the DOJ into the Georgia election results, setting off a D…"
